Age;predMAT.fit...1.;predMAT.SEP.boot...1.;predMAT.fit...1..1;predMAT.SEP.boot...1..1;predMAT.fit...1..2;predMAT.SEP.boot...1..2;predMAT.fit...1..3;predMAT.SEP.boot...1..3
2,372170192;8,547384185;3,040433055;920,677581;270,8469425;18,0762085;2,55067045;-0,823465222;4,249883652
2,680489887;7,868102753;2,95686975;900,4662027;274,9929555;18,11914644;2,556090263;-0,867925714;4,367423673
3,114024206;8,405863971;2,898470171;830,985571;276,0296491;18,21642064;2,503436155;-0,575592308;4,099586561
3,480988683;8,633958121;2,92641169;827,8890521;276,2290827;18,35294153;2,53036563;-0,098598337;4,112141733
3,855927896;9,753835276;2,786202373;910,4103731;273,3746366;18,87328559;2,515623487;1,019826891;3,929389532
4,226106501;9,185755083;3,013552942;966,5496125;289,8471849;18,34733657;2,696094774;0,211748999;4,147925821
4,603065937;10,09162539;2,874866655;1046,522247;290,735927;19,40876287;2,814591254;1,427365682;3,907988164
4,978539504;9,80264252;2,961606304;1050,883529;298,2674756;19,10347308;2,782142343;1,470994646;4,108118272
5,349782862;9,977726638;2,841184397;963,6101835;312,7479755;19,01000941;2,778919357;1,831009407;4,023245919
5,707507168;9,102992503;2,786789782;1144,134636;314,8795322;17,75645379;2,594929045;1,489975625;3,920113638
6,07403131;9,022995722;2,776093359;1032,918789;303,9568128;17,24930539;2,57327667;1,782885526;3,846398731
6,437177498;9,204680161;2,772625987;1130,798731;304,8675677;17,81730742;2,652641864;1,485204706;3,824437176
6,811271863;9,586507474;2,828584183;1025,47112;295,4241768;18,18416414;2,712483407;1,608238171;3,899986447
7,187715314;9,35256166;2,817453764;1031,810868;295,5774868;18,13065011;2,724944784;1,628933658;3,82598771
7,565609299;9,81058346;2,748719015;1049,9131;305,3264635;18,58900637;2,693956619;2,247820166;3,751039872
7,937012841;9,628797804;2,861168057;1058,913069;295,4100978;18,37280951;2,702461636;1,435707767;3,887809545
8,320758891;9,421436774;2,803285178;1033,166259;297,2567262;18,13587709;2,719654229;1,61110418;3,800160897
8,687578946;8,876454555;2,875961911;1052,893782;298,0723881;17,56046445;2,713559937;1,26951479;3,913141022
9,053734641;9,223289289;2,872412041;1064,506434;301,9349676;17,85662972;2,758254326;1,307289592;3,914939894
9,417065919;9,216879216;2,95839154;1077,053803;310,6588017;17,94364071;2,738689426;1,075994497;4,021043824
9,795050971;6,939268739;3,115346365;1138,119309;312,1560558;16,14443754;2,792526769;-1,381665688;4,323467159
10,16638397;3,557310895;3,141748247;1059,422687;301,9415257;14,46745847;2,665848591;-6,270928113;4,582773036
10,54128551;2,173058291;3,280010922;816,5477272;264,3698622;15,15871351;2,849415438;-11,00432659;4,873522523
10,40733674;1,903238585;3,010200835;798,2035283;262,4298439;14,73125165;2,873513146;-10,9175963;4,803457772
11,26908766;2,029519637;3,24329875;730,2251928;258,7466741;15,69158178;2,779095521;-11,01918462;5,009483652
11,61998542;1,970215848;3,201854036;876,284149;267,5679543;13,99157619;2,604912319;-8,893046159;5,112777449
11,15953887;2,080301548;3,089272584;941,2019377;279,1278417;13,95710802;2,697517671;-8,702980832;5,372352101
14,68286027;7,531556563;3,316211129;951,2062286;259,5870552;17,78303934;2,504079708;-2,009746127;4,828670633
14,78888325;8,015214205;2,824583215;1024,370097;271,2632224;17,92846787;2,403545664;-1,485159298;4,062049777
14,86160123;8,208723435;3,259691304;1072,551304;283,355025;17,80733012;2,874348349;-0,652137053;4,502016122
14,9706782;5,784168593;3,194866154;963,6775443;274,9552591;16,32333513;2,819623463;-3,953854649;4,386677092
15,04116796;1,72724601;3,112620735;766,4478648;251,5443011;15,60055609;2,771930305;-12,28374208;4,894796533
15,1469026;1,736147772;3,182905983;805,9188831;256,5631254;15,34343448;2,716483386;-11,16719704;4,868930747
15,2182835;1,159190107;3,030986094;761,3663073;238,4113954;15,07265679;2,615896797;-11,75432674;4,623998169
15,32535484;2,020078168;3,117420154;709,4212215;233,86187;16,39097277;2,721495168;-12,49632855;4,68685367
15,56642284;2,491714959;3,182072092;711,0334743;234,3305729;16,48005089;2,608299265;-11,56715824;4,8222429
15,67133161;1,015219505;3,268194609;807,7034759;247,5049093;14,42075494;2,62559788;-11,5768668;5,011218716
15,74588994;1,611087944;3,193309999;801,6320397;241,5705011;14,991592;2,547348298;-11,13391105;4,784717877
14,94995375;0,411275771;3,302190891;820,342727;237,8369618;14,41615285;2,744266193;-11,48394875;5,783738742
15,92813631;1,36486159;3,30698233;821,5978292;245,7573765;14,73287359;2,544477507;-11,16859985;5,097722877
15,08524256;0,169808656;3,629672885;749,1439039;230,4644582;14,42784992;2,759941944;-12,79323492;6,284351588
15,1771969;1,911520753;3,418979707;738,3721179;220,7703924;16,03449158;2,783439609;-11,37400277;6,018110086
15,46034158;0,809717421;3,482823496;732,6907295;235,3686972;15,11714117;2,869301405;-11,99529419;5,87142101
16,27825118;3,303033155;3,586554297;873,3058117;240,3230831;15,72083544;2,838935104;-7,793894287;5,037000148
15,57317512;3,145465502;3,536872845;806,219762;224,9371368;15,76623729;2,891466891;-7,950490654;5,917201689
15,6262104;2,766915653;3,256589701;874,8636542;246,9910835;15,35229786;2,83059849;-7,245525505;4,880646989
15,82850512;1,659759525;3,447518686;766,9229034;229,9548824;15,03439029;2,896309193;-8,854534663;5,090848929
15,74637928;2,878061132;3,229351096;811,1122576;234,929112;15,48826831;2,893772196;-7,824824815;4,971791341
15,94429891;2,50610114;3,479905103;833,9105057;235,9799637;15,21234465;2,876903844;-7,593743143;5,218706185
15,9974014;1,477333818;3,398221254;880,8258756;238,0116588;14,6108062;2,756169697;-8,720285002;5,164681698
16,11675766;3,372233752;3,445711246;816,0857952;228,099613;16,05926301;2,988438147;-6,490551996;4,987145988
16,99345173;2,559735478;3,718173251;840,937671;243,568554;14,99705577;2,953982313;-9,46325867;4,99796647
16,34747178;2,518393144;3,919229216;679,3835755;224,6956221;16,63727621;3,18265906;-8,979019055;5,757222642
16,47862992;3,905809353;4,039958335;725,176865;230,0827109;15,85895607;3,322964417;-7,735369165;6,204830249
16,24727259;4,718416585;3,511896131;559,9738259;211,0689366;17,76695926;3,116600897;-7,045587042;5,385144465
16,59361603;5,291797163;3,779074598;637,5526146;243,945062;17,40894947;3,237601985;-4,246172329;5,799377707
17,04101619;4,947040138;3,687526789;666,7711292;215,820845;17,87632451;3,261634283;-7,867800195;5,265526752
17,12810287;4,351563406;3,945285235;717,4090033;258,2349407;15,65565875;3,267237681;-7,008216755;6,134990152
17,24405594;5,169435536;3,865656052;713,3119663;244,6527044;15,65151412;3,284407949;-6,03453962;5,602269648
17,50058552;5,658487739;4,020284121;728,3374501;236,9321027;18,17235145;3,253206433;-1,985187783;5,781155677
17,32749348;4,266853578;3,472927403;744,4358099;235,8038778;15,49613902;3,225285642;-5,944379693;5,034450385
18,10723859;3,301000238;3,526964926;711,1948177;235,6932969;16,33393665;3,14634913;-7,521457715;4,744636946
18,53258269;6,28465646;4,56758321;682,0098557;258,0833551;17,07160986;3,720178368;-4,566050934;6,599724926
18,06873584;5,630630352;3,558056729;680,6347378;213,5712261;18,61158364;3,164744112;-6,171398787;4,876568046
18,38324779;5,958636999;3,139519018;637,4606856;208,0942592;18,22337338;2,961065091;-4,610482265;4,615751081
18,51676788;3,949459929;3,681259267;624,1553943;204,0118791;17,07136804;3,06903004;-6,822266247;5,115141646
18,99466383;6,798367282;3,714660434;702,4122559;236,3188198;18,28752331;3,155328533;-2,225854977;5,244842289
18,749597;4,396953104;3,575599338;721,0702792;206,7584825;16,73248992;3,244067809;-6,963347275;4,997690096
19,29236538;7,083550066;3,829863407;688,495482;249,4029422;17,25563779;3,295363198;-2,500078332;5,544953651
19,29716283;5,817083759;3,864749385;634,5929093;217,3622457;17,70543952;3,323936265;-5,978662836;5,1518954
19,6141612;4,69012354;3,89218109;790,3513104;234,9817702;16,39692509;3,384846587;-4,414688665;5,386109293
19,54783957;5,580327001;3,524640827;801,7270963;232,8602258;16,27701132;3,138867119;-3,938696377;5,093603006
19,94827261;4,847963997;4,107275164;670,0508164;246,3542393;16,46532984;3,284749622;-5,435203049;6,530942303
20,15309027;5,172712843;3,676390174;882,6836834;276,5718936;15,34432021;3,084391057;-5,361180237;5,669286502
20,59021966;6,624962504;5,737984961;806,7335454;266,1048581;16,02416741;3,713510757;-0,668016966;8,937110792
20,8945562;6,338135441;3,997509355;843,0408676;274,8318759;15,68124551;3,372022435;-3,934672923;6,148836511
20,42037365;3,457299233;3,8024861;725,9906595;233,5117177;14,98499287;3,282778618;-7,172521785;5,298015368
21,05811512;6,445766484;3,779710823;804,1874622;236,133309;17,80367832;3,236404947;-1,617073464;5,219638657
20,91037142;8,344710019;3,209776097;689,739511;231,9758335;18,94387118;3,033561583;-2,889281858;4,983931337
21,70862503;9,042350753;3,664275489;868,012012;262,6824275;17,60935888;3,241141853;-0,654137936;5,27739649
21,75147448;4,712740932;3,675913622;835,9783001;234,320291;15,65374629;3,303554308;-6,225391943;5,685457872
21,70542282;4,073420853;3,092132668;762,3518403;214,8869594;16,06354357;2,911940865;-5,86519902;4,715248262
21,60304249;5,346202377;3,146123657;699,6713695;219,0192964;17,81379105;2,976530506;-5,697482502;5,028286703
22,01397366;4,727767394;3,440791155;742,2164918;231,2380864;16,78411708;3,075675771;-5,19949003;5,279541683
22,60215557;6,408213407;5,12924096;792,3858916;266,0471456;15,04289398;3,704352463;-4,114500528;8,019828443
22,67909824;5,227131416;3,829331474;794,8627887;259,2335979;17,00504658;3,439327385;-5,783850899;5,917266814
23,18463351;5,567611291;4,532752512;786,0130245;266,7628039;14,74176807;3,075604512;-4,526958523;7,315021781
23,18124323;5,142020812;3,436425434;877,4861619;262,4517207;16,7614701;3,14923703;-4,446414869;5,579477364
23,04180889;4,79802459;3,595265512;773,2411852;254,2042246;16,40525677;3,350811745;-6,055804691;5,819290863
23,83295939;3,687284766;3,998479503;779,9709456;266,7403422;15,53228885;3,139610711;-6,673818176;6,124406466
24,46416994;4,754293449;3,575705844;873,5122695;274,733093;16,44608171;3,337762389;-6,650029537;5,296662376
24,55290819;4,520994403;3,467894142;817,1528087;263,9870859;15,16250637;3,15205959;-4,710582789;5,386524901
24,37194775;4,409455362;3,43716025;776,8731679;245,4613514;15,95574547;3,206737812;-7,129834356;5,425004098
25,53000876;4,659437494;3,914459258;809,1669438;280,2130808;16,41981955;3,246453601;-5,234171342;5,726738677
24,91076181;3,899410439;3,540583924;788,9997397;261,5083524;16,2446459;3,211750143;-6,255814997;5,272776388
25,62440261;5,195318197;3,856519758;810,7071762;264,1312472;15,24708293;3,031561901;-4,347866034;6,241296701
26,99228854;3,819673912;4,095414611;836,6800633;262,8371558;14,83996267;3,137842794;-6,878595742;5,822483222
26,26322499;4,263896043;3,413924965;779,8859708;233,8786049;15,23406484;3,209494031;-6,083022229;4,771177815
26,38607436;3,416885674;3,294144205;783,0734152;213,3569287;15,53908006;3,082568277;-6,676168826;4,830396506
26,51137175;4,426753394;3,430385704;839,5319879;230,6688447;15,98939275;3,283321777;-5,782737091;5,06412991
27,10583089;5,154564305;3,279468556;828,8235981;242,4234555;16,36104747;3,081882652;-4,547161598;4,529088918
27,60188681;3,457403275;3,389207327;803,3804248;239,3680196;14,49789103;3,096047234;-5,835687493;4,734983371
28,77532181;2,816871622;3,463023568;886,2253314;233,9789293;15,46520383;3,019275039;-8,168990964;4,715704621
27,85698251;5,952288923;3,215785532;879,1282831;237,6186194;16,44855158;3,016141787;-4,039682198;4,883096616
28,28710952;3,75850515;3,231502562;806,5068049;221,6956898;15,98639791;3,126657855;-6,428480295;4,725288229
28,31718359;2,899893973;3,592201823;836,312843;227,1411049;14,32694742;3,148789948;-6,793356921;5,25039401
29,11702491;2,398114913;3,314454692;844,5047223;225,4135363;14,29523442;3,023628206;-7,486381285;4,847058776
29,42400511;3,937723811;3,266576738;764,0398512;215,0068915;15,69738679;2,960555874;-5,873477072;4,673735731
29,68896866;5,460580769;3,244430728;841,1472303;233,5141637;16,45958332;3,095216882;-4,431859571;4,637185474
30,07719623;3,372371362;3,330056649;844,1065194;225,8375408;15,23013355;3,097471227;-6,540111156;4,726936641
31,42381316;4,147764722;3,533574156;939,1411818;242,2730777;15,10007422;3,187743575;-5,510288023;4,709660298
31,0885409;2,373365839;3,215540557;887,3687307;235,7776367;13,36471212;2,823701037;-7,05485059;4,660803849
30,74213725;2,387179532;3,147134558;879,5245169;231,5176174;13,66286373;2,91327197;-7,827096737;4,818318197
30,93164332;2,165170841;3,486346482;856,4874604;231,1696117;14,17203011;3,22183663;-6,497726726;4,854731453
31,49103337;2,467640135;3,364311645;855,299095;227,873852;14,25623346;2,824229999;-8,397226189;4,781895698
31,59632679;1,999667035;3,071507835;866,8725731;230,4240409;13,60734197;2,774661644;-7,771412255;4,740413268
31,84457127;2,291303239;3,175066174;831,2906066;227,3307027;14,64487564;2,873421478;-8,101625039;4,774644468
31,07710482;2,938493087;3,341947056;807,0032695;223,9391819;15,56767546;3,014921356;-7,335603679;4,93301945
31,87700036;3,052454211;3,1242348;860,8705983;228,5049344;14,1109911;2,834200071;-6,843269411;4,847396795
31,71709442;3,682142879;3,458833616;738,3009868;220,2816786;16,1710953;3,279643824;-6,124543023;4,956253958
32,72847679;2,193935753;3,219938451;977,2169461;235,1611111;13,05990264;2,829155999;-7,23171733;4,831040043
32,34711253;3,301083985;3,310801671;798,4555599;234,1281009;14,61585386;3,045303451;-6,262391487;4,816874767
32,35916325;3,7277967;3,516575912;740,6744054;227,8353982;15,54812638;3,298636029;-6,391162543;5,014058766
32,73637461;2,696802799;3,692075529;892,7564412;236,9623944;15,18778514;3,399003973;-7,126397911;5,139438028
33,08630614;1,85722843;3,311834605;863,3342752;230,5150604;14,34514198;2,890769794;-9,07896199;5,123145604
32,91075233;1,68572249;3,192812911;814,3831172;232,1090718;14,13057445;2,737409654;-8,623289039;5,051074358
32,94803148;4,473791598;3,593078517;772,1788783;224,3909162;16,06749103;3,178277844;-6,199807981;5,104300566
33,69716587;6,166137404;3,589134279;861,9556305;244,7968165;15,81176887;3,123154084;-3,714874879;5,169182809
33,79680737;2,015842153;3,31220905;822,7790492;234,3280895;14,38929748;2,948728348;-8,647596717;4,888001488
34,45889053;1,69290768;3,241347274;880,392352;250,6074095;13,76599625;2,832990817;-8,835644383;4,817199379
33,64491742;4,025373937;3,451829918;754,6224148;213,6532266;16,21625986;3,250781027;-6,573328333;5,017037625
34,28361102;4,270989045;3,394272068;865,4741135;230,1543475;15,37938239;3,133037492;-5,301647563;4,748666884
34,74416196;5,04769591;3,601904321;839,7422289;244,0969682;15,31590664;3,278721073;-5,052537212;4,881727106
35,00648812;2,448539793;3,311462538;861,4269706;233,4483649;13,99012774;2,916127549;-7,062604568;4,697179758
35,70252677;2,627431668;3,51703452;853,8360264;227,3621736;13,7094936;2,978499398;-7,383160552;4,938486065
37,16435383;2,885368683;3,691249693;867,6605865;244,5471632;13,73384573;2,981303003;-6,418479253;5,104416623
36,78464177;3,283793962;3,309776271;730,8834942;252,4790373;16,72761604;3,069676613;-9,369613714;4,813474911
36,03087739;3,698640899;3,515910356;909,6532558;238,9674963;15,17379813;3,113721053;-6,616904759;5,013425949
35,90191034;-1,046526656;5,379629137;676,0983588;217,2308241;15,74774778;3,584154235;-14,18233244;8,075997678
36,90642599;4,266088965;4,266823615;688,6861703;230,3964638;16,55514865;3,433670061;-9,011134318;5,987980274
36,42901927;4,192769213;3,416911703;694,6539624;208,9250372;16,87569389;3,155408859;-6,086188718;5,041196712
37,23246195;3,978205322;3,785364754;774,4268662;235,045698;16,01705906;3,221226317;-7,381968571;5,70963757
37,97791397;3,86641326;3,698240593;779,5942636;237,6207044;15,85674309;3,291326088;-6,734921304;5,090737598
38,0166519;2,472144048;3,982206933;791,3150545;231,9519163;15,09491634;3,409766874;-7,444889407;5,488468887
38,16744432;1,132791269;3,849082362;761,2490628;236,2404555;14,03619781;2,882151457;-8,695634206;5,852046374
38,36344631;6,235332522;3,820263569;747,9460716;255,3655457;17,77020384;3,269725375;-3,175905892;5,84874167
39,30409928;5,285624744;3,452114471;861,3258793;253,238117;15,80595424;2,920428473;-4,026105614;5,025960363
39,36494025;4,294647732;3,643858063;888,0742042;241,1963235;14,19073776;3,181451641;-4,921351797;5,065816999
38,92465463;4,683652051;3,464163823;872,6342236;246,1696703;16,12099126;3,389103189;-5,021771629;5,000308368
39,15870494;5,268145501;3,799555998;859,3122124;250,8489069;16,55666923;3,316850092;-3,719229639;5,867510223
39,94285861;4,213703488;3,596266546;799,5997625;226,947206;15,75814425;3,084899444;-5,558955578;5,226080802
40,23142165;5,521419334;3,327942481;696,3789712;223,565149;17,97194023;3,268636697;-5,303601261;4,89054291
40,26433242;4,318680467;3,223301692;835,7432327;234,8218744;15,80059062;2,903243807;-6,134931187;4,796419648
40,73628309;3,601388748;3,525154916;834,5419149;229,7574288;15,44482584;3,187685784;-7,110857194;4,911253129
41,19477722;2,682607013;3,129238119;898,1367931;225,7892921;13,98901664;2,904915761;-6,726924375;4,677545946
41,22813074;3,125459447;3,066149964;889,6304151;232,7862447;13,99860581;2,762057326;-6,180411479;4,883437743
41,21412627;3,24809401;3,211591725;848,8236423;229,7752243;15,02318818;2,903659481;-7,092992607;4,856687166
41,85167208;4,415005908;3,359246446;888,242983;225,0881833;14,47495446;2,961083335;-4,417213345;5,125269535
42,56975723;3,609598786;3,37158204;938,9962545;248,9220195;14,19460843;2,989058709;-5,514166488;4,778807053
44,28350108;4,585930409;3,588342314;995,0307215;251,3950341;15,12551032;3,045274923;-4,721960305;4,807181788
42,59825881;4,609017414;4,080048956;796,4125009;231,1175107;15,77007408;3,167849532;-5,264408625;5,909662338
42,80726822;4,077161158;3,951312114;785,5332846;243,2696175;16,41420889;3,389801087;-6,798059015;5,56270137
42,89171685;4,104384842;3,555149105;786,5082013;232,2285975;15,55419342;3,090883801;-5,733737286;5,247839984
43,0219448;3,640134303;3,743556302;771,4248382;253,1350395;16,10518266;3,150077481;-7,179056768;5,738045681
43,41469609;6,079481074;3,338481799;873,1379955;229,7037011;16,28722476;3,141529099;-3,808232913;4,900354711
42,96080779;3,461913535;3,48411027;715,2772856;214,601138;16,74746912;3,023935298;-6,974715031;5,116597038
43,41640299;5,554789392;3,513388804;836,1748556;235,4277038;16,75454636;3,204702153;-2,968027821;5,298063078
44,09244734;3,910316765;3,205095541;888,6974106;222,1177139;15,26859262;2,920324687;-6,462829533;4,752138401
44,25517814;2,519879246;3,110242236;899,9667614;218,9101419;14,05767788;2,722113987;-7,828595848;5,175989972
44,3641643;4,930743182;3,232589337;842,6205665;223,5817152;15,58512049;2,722149172;-4,359809508;5,190337045
45,12043095;4,145282672;3,377559902;827,1504374;236,3322129;15,14648349;2,897883025;-5,052577282;5,119766944
45,17428803;3,855015459;3,006555063;901,1458893;218,6318513;14,57356279;2,684389767;-5,789578133;4,724269781
45,33338751;4,051784283;3,234042924;908,8809115;229,4659561;15,19649868;3,036455822;-5,683278905;4,827742032
45,36574579;1,415561234;3,093192053;981,9030002;240,5293183;13,50446505;2,652767398;-8,854542687;5,214625241
45,52414249;3,393445585;3,149635875;819,5680075;230,4536398;15,37705745;2,817332327;-7,398538513;5,264939655
45,50545799;2,250126277;3,155814632;840,5464211;250,638023;15,21103095;2,821810655;-7,591837339;5,16030959
45,7652627;2,570694839;3,264802669;866,2004789;227,2134457;14,29533161;2,944112463;-6,770738725;5,048116755
46,48832569;3,318557469;3,233834669;989,9279705;249,9235252;14,44392374;2,743339987;-6,665888543;5,182848781
47,33278888;6,050766488;3,418951993;930,8809275;257,7351977;15,74918274;3,155391025;-3,1243429;4,830830737
47,27065588;4,636253416;3,340954515;847,4544663;232,9663651;16,26310282;3,040004539;-5,011428774;4,778539317
47,83819127;1,988692363;3,488283853;911,648858;249,9234284;13,55143746;2,994341239;-7,80718008;5,35063567
47,73054229;3,641523498;3,230773066;875,2826928;240,6806269;15,39475025;3,277076946;-6,396566869;4,690035455
49,94923597;5,538231216;3,436120814;848,592379;236,4281143;16,30264729;3,041751064;-4,720260422;4,463867053
47,64414655;3,05030437;3,292552468;899,1918642;229,8227782;14,47395778;3,020343203;-6,352589858;4,752694708
47,98851244;6,302455656;3,299544472;686,5811137;219,5580552;18,27733343;3,085142988;-5,274219117;4,969781051
48,40969811;2,247877905;3,658581172;824,6701071;230,1987626;14,97881869;3,274645049;-8,972340565;5,197181005
48,99573747;4,825879381;3,646660961;840,1428125;230,0125244;16,00089359;3,154124581;-5,109038112;5,194651401
49,12258342;4,366030213;3,385426128;812,6060014;219,4223159;15,63958826;3,059349137;-4,927868377;5,087972722
48,68475747;4,387660334;3,447691846;815,6193626;232,67423;16,48550954;3,173414405;-5,415558247;5,025766429
48,8384252;6,262202092;3,365265669;790,8696387;238,8865342;17,64838005;3,261421718;-4,331083181;5,07192082
50,03139075;4,35279976;3,280764111;879,5477634;226,837015;14,77773136;2,888469387;-5,286143404;4,839286289
50,29921986;5,420588585;3,515305927;812,8358572;227,5944342;16,14274533;3,207509041;-3,986538566;5,038340248
50,2891244;3,787670714;3,476617796;857,230889;227,9169825;15,72167124;2,964403603;-6,263654551;5,224552432
50,62152457;4,128484901;3,326631225;765,8676958;219,3647957;16,46404755;3,107844301;-5,577496923;4,70162076
50,96636077;2,615455335;3,508932055;679,2532436;219,9625413;15,57402431;3,19173781;-9,155101555;4,962622087
51,26431266;3,312745446;3,893839091;697,4414756;223,4836713;15,58500751;3,264981139;-6,934130126;5,332618815
51,29817492;3,356012038;3,708651477;733,8018736;226,9102265;15,69140028;3,236139452;-7,36910783;5,117879192
50,75341394;3,916294561;4,058500398;630,2393025;237,3281486;16,31500885;3,166185158;-8,523526449;6,283744653
51,780981;4,952169241;3,523996083;612,2578161;215,0146116;17,77925051;3,24515388;-6,05816477;5,245389662
52,61015187;4,675116321;3,720007987;753,8461619;238,4368523;17,16245155;3,109226008;-6,474135049;5,240640578
53,17332686;5,211672904;3,376816599;666,251318;217,4385356;16,70289806;2,883948686;-5,952716154;4,96666275
53,29496315;2,786013729;3,405312458;735,0507263;220,5738387;15,48964951;2,811927758;-8,182618414;4,820227112
52,53997053;4,5947617;3,652103755;657,359088;224,8618239;17,50037011;3,171138569;-5,08072107;5,168104634
53,32433438;4,648552287;3,521238476;836,9802912;247,3057223;15,17859241;2,957024809;-5,24106401;5,147041115
53,13317725;5,036918013;3,549508714;772,5389575;253,9697997;16,63748596;3,06100407;-4,980533121;5,197927277
52,67170815;3,627486864;3,303252738;895,9315553;263,6342613;14,70721062;3,0914384;-5,568767341;4,922382016
54,06029317;3,546163733;3,577450111;746,2468891;233,9229596;15,40079294;3,013365717;-7,577695594;5,036388795
53,46106642;2,945347258;3,284423203;1036,176409;278,3438857;14,04944811;3,084266421;-6,667285847;4,845293616
53,66804872;0,610961838;3,380812722;815,2083893;234,4887476;13,61575649;3,03819091;-10,48980467;5,000631236
53,80318157;1,558165546;3,081959054;858,7709171;237,2827292;14,52936957;3,048376537;-9,543368136;4,799846889
56,02331213;3,281855128;3,929163374;855,8007693;247,5261007;14,9146746;3,097804934;-7,830880416;5,228044939
53,28847667;4,739468106;3,081813734;938,6465398;227,7495584;14,91418746;2,881644085;-4,267242229;4,564255709
54,08281397;2,383931761;3,628349265;803,6911302;241,1397857;14,16733175;3,199307063;-8,149381541;5,317758905
53,42267307;3,907829933;3,15753743;973,0234452;240,3124915;15,1165275;2,9614455;-4,333540693;4,716757183
53,81441607;4,106430477;3,26133614;870,222474;238,0918712;15,87193293;2,808532874;-6,991675688;4,952252649
54,06856982;3,777026841;3,034205807;862,2498421;227,282819;14,83012193;2,757683902;-6,49583049;4,842687946
54,26593005;3,138308123;3,23055219;840,6019858;239,2207029;15,57228152;3,154056312;-7,989174411;4,960484669
54,44748361;5,202272185;3,332173466;804,2892248;235,2195859;16,71047321;3,246367651;-4,738735087;4,653504409
54,25159687;3,567809708;3,173881816;846,0275835;224,8951063;15,73759582;3,036088108;-6,556884362;4,900151434
54,78077452;3,682965732;3,359280612;885,1597401;226,060184;16,3478008;3,099101306;-7,574220571;4,813002951
55,23126841;3,85747167;3,618498139;822,2232727;248,8285226;15,7498136;3,213970511;-7,730994316;5,194140611
54,94414331;4,315034642;3,108243106;841,8324876;246,3192427;16,09460887;2,964932859;-6,821334634;4,857442729
55,42299451;6,640249067;3,291912148;932,7105567;250,3836755;16,61224666;2,934132567;-2,583418086;5,091591222
54,86847638;3,823806449;3,187506046;879,7992395;231,3628245;15,21356827;2,981673753;-6,847563592;4,751013878
54,76172187;4,863804218;3,338151427;822,214772;231,912992;17,04802648;3,132929542;-6,551209883;4,919769425
